usr_mcno,usr_mctype,sub_mcno,sub_mcstuen,usr_devtname,devt_location,mcst_houseno,mcst_roadname,mcst_unitno,mcst_buildingname,mcst_postalcode,mcst_telno,ust_status,mcst_stratalota,managementname,management_tel_no,mc_form_date
1036,Single Tier Management Corporation,na,S85MC1036A,THE ODEON KATONG,11 EAST COAST ROAD 428722,11,EAST COAST ROAD,04-00,THE ODEON KATONG,428722,63457956,ACTIVE,83,Property Facility Serivces Pte Ltd,62211313,5/12/1985
1037,Single Tier Management Corporation,na,S85MC1037H,LEIGHWOODS,37 MOUNT SINAI RISE 279656,37,MOUNT SINAI RISE,1-Jan,LEIGHWOODS,276956,64111679,ACTIVE,23,CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD,64111679,6/12/1985
1038,Single Tier Management Corporation,na,S85MC1038D,MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1038,146B LORONG L TELOK KURAU 425576,146,LORONG L TELOK KURAU,na,na,425576,63461712,ACTIVE,3,MCST,na,7/12/1985
1039,Single Tier Management Corporation,na,S85MC1039L,MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1039,255A CHANGI ROAD 419743,1047,EUNOS AVENUE 5B,Jan-16,na,409668,67467396,ACTIVE,6,MCST,na,12/12/1985
1040,Single Tier Management Corporation,na,S85MC1040H,THE DAIRY FARM ESTATE,3 DAIRY FARM ROAD 679035,1,DAIRY FARM ROAD,1-Mar,THE DAIRY FARM ESTATE,679033,67605712,ACTIVE,181,Propnex Property Management Consultant Pte Ltd,67605712,16/12/1985
1041,Single Tier Management Corporation,na,S85MC1041D,CAIRNHILL HEIGHTS,16 CAIRNHILL RISE 229744,200,JALAN SULTAN,11-Jan,TEXTILE CENTRE,199018,63472172,ACTIVE,19,Wisely 98 Pte Ltd,62915355,17/12/1985
1042,Single Tier Management Corporation,na,S85MC1042L,SINGA COURT,45 JALAN SINGA 418116,540,SIMS AVENUE,4-Jan,SINGA COURT,387603,65930636,DEFUNCT,17,na,na,18/12/1985
1043,Single Tier Management Corporation,na,S85MC1043G,CITY WAREHOUSE,5 KAKI BUKIT ROAD 2 417839,5,KAKI BUKIT ROAD 2,na,CITY WAREHOUSE,417839,67464210,ACTIVE,53,na,na,19/12/1985
1044,Single Tier Management Corporation,na,S85MC1044C,KENG LEE COURT,74 KENG LEE ROAD 219250,74,KENG LEE ROAD,01-00,KENG LEE COURT,219249,68421731,ACTIVE,25,Landsfield Property Consultants Pte Ltd,68421731,19/12/1985
1045,Single Tier Management Corporation,na,S85MC1045K,ANCHOR GARDENS,416B EAST COAST ROAD,412,UPPER EAST COAST ROAD,na,ANCHOR GARDENS,466488,64418770,DEFUNCT,14,MCST,na,23/12/1985
1046,Single Tier Management Corporation,na,s85mc1046f,CRYSTAL COURT,456 RIVER VALLEY ROAD 248342,456,RIVER VALLEY ROAD,na,CRYSTAL COURT,248342,65333375,ACTIVE,17,RHODO INTERNATIONAL STRATA MANAGEMENT SERVICES PTE LTD,65333375,26/12/1985
1047,Single Tier Management Corporation,na,S85MC1047B,FABER GARDEN CONDOMINIUM,4 ANGKLONG LANE 579980,6,ANGKLONG LANE,2-Feb,FABER GARDEN CONDOMINIUM,579980,64552845,ACTIVE,236,LANDSFIELD PROPERTY CONSULTANTS PTE LTD,64552845,31/12/1985
1048,Single Tier Management Corporation,na,S86MC1048C,ESSEN APARTMENTS (EN-BLOC,167 MOULMEIN ROAD 308092,71,LORONG 23 GEYLANG,4-Jan,THK BUILDING,388385,67413702,DEFUNCT,12,SIGMA ESTATE MANAGEMENT PTE LTD,62922183,2/1/1986
1049,Single Tier Management Corporation,na,S86MC1049K,EAST COAST VILLE,320 UPPER EAST COAST ROAD 466452,519,BALESTIER ROAD,4-Feb,LE SHANTIER,329852,62557997,DEFUNCT,60,ACE BODY CORPORATE MANAGEMENT PTE LTD,62557997,7/1/1986
1050,Single Tier Management Corporation,na,S86MC1050G,MANAGEMENT CORPORATION TITLE PLAN NO. 1050,10H KOVAN ROAD 548036,10D,KOVAN ROAD,na,na,548040,96396007,ACTIVE,8,na,na,8/1/1986
1051,Single Tier Management Corporation,na,S86MC1051C,CALISAY (Terminated),391 UPPER PAYA LEBAR ROAD 534981,391,UPPER PAYA LEBAR ROAD,1-Jan,CALISAY,534981,na,DEFUNCT,6,ACE BODY CORPORATE MANAGEMENT PTE LTD,62557997,14/1/1986
1052,Single Tier Management Corporation,na,S86MC1052K,TANAH MERAH MANSION,137 TANAH MERAH KECHIL ROAD SOUTH 466671,137,TANAH MERAH KECHIL ROAD SOUTH,na,TANAH MERAH MANSION,466671,66653880,ACTIVE,36,Propmag Management Services Pte Ltd,66653880,18/1/1986
1053,Single Tier Management Corporation,na,S86MC1053F,ALLSWORTH PARK,361 HOLLAND ROAD 278637,367,HOLLAND ROAD,1-Jan,ALLSWORTH PARK,278640,67368127,ACTIVE,170,Savills Property Management Pte Ltd,67368127,20/1/1986
1054,Single Tier Management Corporation,na,S86MC1054B,SHANGHAI COURT (Terminated),18C SHANGHAI ROAD,TERMINATED,na,na,STRATA TITLES SCHEME TERMINATED,na,na,DEFUNCT,12,CKH STRATA MANAGEMENT PTE LTD,63463238,22/1/1986
1055,Single Tier Management Corporation,na,S86MC1055J,ALDEA BLANCA,474 UPPER EAST COAST ROAD,478,UPPER EAST COAST ROAD,na,ALDEA BLANCA,466517,64685100,DEFUNCT,16,CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD,64685100,28/1/1986
1056,Single Tier Management Corporation,na,S86MC1056E,NA,34C LORONG 25 GEYLANG 388305,32A,LORONG 25 GEYLANG,na,32A| LORONG 25| GEYLANG,388304,96925430,ACTIVE,6,na,na,24/1/1986
1057,Single Tier Management Corporation,na,S86MC1057A,KATONG GARDENS,235 TEMBELING ROAD 423720,239,TEMBELING ROAD,B1-01,KATONG GARDENS,423723,63456674,ACTIVE,80,SMART PROPERTY MANAGEMENT (SINGAPORE) PTE LTD,62230169,27/1/1986
1058,Single Tier Management Corporation,na,S86MC1058H,MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1058,20 MANDAI ESTATE 729916,20,MANDAI ESTATE,na,na,729912,91122435,ACTIVE,5,na,na,27/1/1986
1059,Single Tier Management Corporation,na,S86MC1059D,na,262 JOO CHIAT PLACE 427946,-,JOO CHIAT PLACE,na,LONG NIAN COURT,427946,na,DEFUNCT,6,na,na,27/1/1986
1060,Single Tier Management Corporation,na,S86MC1060A,TERRACE VIEW,362 ONAN ROAD,362,ONAN ROAD,1-Feb,TERRACE VIEW,424758,91182087,ACTIVE,10,na,na,6/2/1986
1061,Single Tier Management Corporation,na,S86MC1061H,CLAYMORE PLAZA,6 CLAYMORE HILL 229571,6,CLAYMORE HILL,na,na,229571,62211323,ACTIVE,25,Property Facility Serivces Pte Ltd,62211323,14/2/1986
1062,Single Tier Management Corporation,na,S86MC1062D,KISMIS COURT,1 TOH YI ROAD 596496,1,THOMSON ROAD,03-326D,1 Thomson Rd,300001,62555652,ACTIVE,26,Simply Sakal Pte Ltd (Formerly known as Aces Assets Management Pte Ltd),62555652,14/2/1986
1063,Single Tier Management Corporation,na,S86MC1063L,enbloc,305/A/B/C JALAN BESAR 208966,9,PENANG ROAD,8-Oct,na,238459,na,ACTIVE,4,PHILIP MOTHA PROPERTY MANAGEMENT PTE LTD,64661342,25/2/1986
1064,Single Tier Management Corporation,na,S86MC1064G,CORONATION GROVE,138 CORONATION ROAD 269525,531,UPPER CROSS STREET,Mar-52,HONG LIM COMPLEX,50531,65333375,ACTIVE,24,RHODO PROPERTY & ESTATE MANAGEMENT SERVICES PTE LTD,65333375,25/2/1986
1065,Single Tier Management Corporation,na,S86MC1065C,DYNASTY LODGE,269B SIXTH AVENUE 276561,269A,SIXTH AVENUE,na,Dynasty Lodge,276561,67833853,ACTIVE,9,Summit Property Management Pte Ltd,67833853,25/2/1986
1066,Single Tier Management Corporation,na,S86MC1066K,MANAGEMENT CORPORATION TITLE PLAN NO. 1066,33A CHANDER ROAD 219536,85,GENTING LANE,1-Jan,GUAN HUA WAREHOUSE BUILDING,349569,67438583,ACTIVE,8,na,na,27/2/1986
1067,Single Tier Management Corporation,na,S86MC1067F,PASIR RIS GARDENS,NIL ELIAS ROAD,TERMINATED,na,na,STRATA TITLES SCHEME TERMINATED,na,na,DEFUNCT,122,CHAN KOK HONG PROPERTY CONSULTANTS PTE LTD,63463238,27/2/1986
1068,Single Tier Management Corporation,na,S86MC1068B,TAI GIN APARTMENTS,34 AH HOOD ROAD 329978,8,ASIMONT LANE,na,na,309947,97316329,DEFUNCT,18,NIL,na,14/3/1986
1069,Single Tier Management Corporation,na,S86MC1069J,NULL,382B PASIR PANJANG ROAD 118712,380B,PASIR PANJANG ROAD,na,na,118712,67740875,DEFUNCT,6,NIL,na,17/3/1986
1070,Single Tier Management Corporation,na,S86MC1070F,SERIAVILLE,59 KOVAN ROAD 548148,59,KOVAN ROAD,na,SERIAVILLE,548148,67470926,ACTIVE,9,Weavepact Management Pte Ltd,67470926,21/3/1986
1071,Single Tier Management Corporation,na,S86MC1071B,THOMSON GROVE,580 YIO CHU KANG ROAD 787068,38C,JALAN PEMIMPIN,3-Jan,Bosch Building,577180,6223 0169,ACTIVE,116,na,na,24/3/1986
1072,Single Tier Management Corporation,na,S86MC1072J,NULL,4 SUFFOLK ROAD,TERMINATED,na,na,STRATA TITLES SCHEME TERMINATED,na,na,DEFUNCT,7,LANDSFIELD PROPERTY CONSULTANTS PTE LTD,68421731,25/3/1986
1073,Single Tier Management Corporation,na,S86MC1073E,KB WAREHOUSE COMPLEX,49 KAKI BUKIT ROAD 2 417844,2,KALLANG AVENUE,Jul-32,CT HUB,339407,62915355,ACTIVE,22,Wisely 98 Pte Ltd,62915355,29/3/1986
1074,Single Tier Management Corporation,na,S86MC1074A,NULL,6 MAR THOMA ROAD 328688,TERMINATED,MAR THOMA ROAD,na,na,na,na,DEFUNCT,14,NIL,na,1/4/1986
1075,Single Tier Management Corporation,na,S86MC1075H,EASTERN LAGOON 2,200 UPPER EAST COAST ROAD 455283,208,UPPER EAST COAST ROAD,1-Jan,EASTERN LAGOON 2 VIRGO BLOCK,455287,62427531,ACTIVE,220,Hilandas Property & Facilities Management Pte Ltd,63420778,5/4/1986
1076,Single Tier Management Corporation,na,S86MC1076D,EASTERN LAGOON I,212 UPPER EAST COAST ROAD 466401,214,UPPER EAST COAST ROAD,02-00,EASTERN LAGOON 1,466402,63420778,ACTIVE,87,Hilandas Property & Facilities Management Pte Ltd,63420778,5/4/1986
1077,Single Tier Management Corporation,na,S86MC1077L,ST. PATRICK'S VILLA,41 ST. PATRICKS ROAD 424164,540,SIMS AVENUE,3-Jun,SIMS AVENUE CENTRE,387603,68421731,DEFUNCT,9,LANDSFIELD PROPERTY CONSULTANTS PTE LTD,68421731,5/4/1986
1078,Single Tier Management Corporation,na,S86MC1078G,MARINE PARADE GARDEN,36 ST. PATRICKS ROAD 424163,PO BOX 061,TOA PAYOH CENTRAL,na,POST OFFICE P. O. BOX 61,913103,62787078,DEFUNCT,48,WILSON DAVIS CORPORATE REAL ESTATE MANAGEMENT PTE LTD,62787078,8/4/1986
1079,Single Tier Management Corporation,na,S86MC1079C,NIM GARDENS,71 NIM ROAD 807584,73,NIM ROAD,1-Apr,NIM GARDENS,807584,64811654,ACTIVE,124,AVALON ASSET MANAGEMENT PTE LTD,65815604,9/4/1986
1080,Single Tier Management Corporation,na,S86MC1080L,na,355 UPPER PAYA LEBAR ROAD,355,UPPER PAYA LEBAR ROAD,na,na,534958,-,DEFUNCT,6,LANDSFIELD PROPERTY CONSULTANTS PTE LTD,68421731,11/4/1986
1081,Single Tier Management Corporation,na,S86MC1081G,NULL,40 ST. MICHAELS ROAD 328001,TERMINATED,VICTORIA STREET,na,na,na,na,DEFUNCT,9,LANDSFIELD PROPERTY CONSULTANTS PTE LTD,68421731,12/4/1986
1082,Single Tier Management Corporation,na,S86MC1082C,FINLAND GARDENS,41 EAST COAST TERRACE 459246,54,EAST COAST TERRACE,na,FINLAND GARDENS,458949,64685100,ACTIVE,48,Chambers Property Management Services Pte Ltd,64685100,17/4/1986
1083,Single Tier Management Corporation,na,S86MC1083K,BENDIGO GARDENS,115 KOON SENG ROAD 427048,115,KOON SENG ROAD,na,BENDIGO GARDENS,427048,98626245,ACTIVE,5,Chambers Property Management Services Pte Ltd,98626245,22/4/1986
1084,Single Tier Management Corporation,na,S86MC1084F,MOONSTONE APARTMENTS,67 MOONSTONE LANE 328491,27,BENCOOLEN STREET,Jan-29,na,189620,63372165,DEFUNCT,12,NA,na,22/4/1986
1085,Single Tier Management Corporation,na,S86MC1085B,ANGULLIA MANSIONS (TERMINATED),18 ANGULLIA PARK,50,CHIN SWEE ROAD,9-Feb,THONG CHAI BUILDING,169874,67322220,DEFUNCT,21,SIERRA ASSEST MANAGEMENT,67322220,24/4/1986
1086,Single Tier Management Corporation,na,S86MC1086J,MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1086,311C TANJONG KATONG ROAD 437094,1A,YUK TONG AVENUE,1-Jan,CHUN TIN COURT,596306,64661342,ACTIVE,8,Philip Motha Property Management Pte Ltd,64661342,28/4/1986
1087,Single Tier Management Corporation,na,S86MC1087E,88 STEVENS COURT,88 STEVENS ROAD 257865,271,BUKIT TIMAH ROAD,5-Jan,BALMORAL PLAZA,259708,67343866,ACTIVE,6,na,na,29/4/1986
1088,Single Tier Management Corporation,na,S86MC1088A,LTH BUILDING,10 JALAN KILANG TIMOR 159306,10,JALAN KILANG TIMOR,1-Mar,LTH BUILDING,159306,62711281,ACTIVE,31,na,na,2/5/1986
1089,Single Tier Management Corporation,na,S86MC1089H,CHARLTON GARDENS (Termination ),27B CHARLTON LANE,540,SIMS AVENUE,3-Jun,SIMS AVENUE CENTRE,387603,68421731,DEFUNCT,18,LANDSFIELD PROPERTY CONSULTANTS PTE LTD,68421731,2/5/1986
1090,Single Tier Management Corporation,na,S86MC1090E,SUNSHINE APTS,NIL SUNSHINE TERRACE,TERMINATED,na,na,STRATA TITLES SCHEME TERMINATED,na,na,DEFUNCT,11,NA,na,5/5/1986
1091,Single Tier Management Corporation,na,S86MC1091A,SHERIDIAN COURT,553 EAST COAST ROAD,1,JALAN KILANG TIMOR,8-Feb,PACIFIC TECH CENTRE,159303,64685100,DEFUNCT,14,CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD,64685100,5/5/1986
1092,Single Tier Management Corporation,na,S86MC1092H,DUSUN GROVE,33 JALAN DUSUN 329371,33,JALAN DUSUN,1-Jan,DUSUN GROVE,329371,na,DEFUNCT,12,NIL,na,8/5/1986
1093,Single Tier Management Corporation,na,S86MC1093D,PEILY COURT,128B LORONG K TELOK KURAU 425767,128,LORONG K TELOK KURAU,na,PEILY COURT,425767,63456285,DEFUNCT,6,MCST,na,8/5/1986
1094,Single Tier Management Corporation,na,S86MC1094L,HABITAT ONE (TERMINATED),3 ARDMORE PARK 259950,50,GENTING LANE,4-Feb,CIDECO INDUSTRIAL COMPLEX,349558,68420768,DEFUNCT,32,ALADDIN MANAGEMENT SOLUTIONS PTE LTD,68420768,9/5/1986
1095,Single Tier Management Corporation,na,S86MC1095G,MIDLINK PLAZA,122 MIDDLE ROAD 188973,122,MIDDLE ROAD,Jan-15,MIDLINK PLAZA,188973,63390055,DEFUNCT,58,WINDY BUILDING MAINTENANCE,63390055,12/5/1986
1096,Single Tier Management Corporation,na,S86MC1096C,MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1096,2A LEW LIAN VALE 537014,145A,TELOK AYER STREET,na,na,68605,90044290,ACTIVE,3,na,na,13/5/1986
1097,Single Tier Management Corporation,na,S86MC1097K,TELOK VILLE,76 LORONG K TELOK KURAU 425697,76A,LORONG K TELOK KURAU,na,TELOK VILLE,425697,64472665,DEFUNCT,7,na,na,14/5/1986
1098,Single Tier Management Corporation,na,S86MC1098F,MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1098,212 CHANGI ROAD 419735,212/A/B,CHANGI ROAD,na,na,419735,64401969,ACTIVE,3,MCST,na,14/5/1986
1099,Single Tier Management Corporation,na,S86MC1099B,EDENVALE CONDOMINIUM (Terminated),372 PASIR PANJANG ROAD 118709,266,SERANGOON CENTRAL DRIVE,3-255,na,550266,62273233,DEFUNCT,16,BERNARD VALUERS & REAL ESTATE CONSULTANTS PTE LTD,62273233,14/5/1986
1100,Single Tier Management Corporation,na,S86MC1100F,GARDEN APARTMENTS,25 ORANGE GROVE ROAD 258351,25,ORANGE GROVE ROAD,1-Apr,GARDEN APARTMENTS,258351,67328532,ACTIVE,20,PKF-ACPA Management Consultants Pte Ltd,65009393,15/5/1986
1101,Single Tier Management Corporation,na,S86MC1101B,NULL,3 PECK HAY ROAD,TERMINATED,na,na,STRATA TITLES SCHEME TERMINATED,na,na,DEFUNCT,10,MCST,na,20/5/1986
1102,Single Tier Management Corporation,na,S86MC1102J,JASMINE COURT,311 UPPER THOMSON ROAD 574410,229,MOUNTBATTEN ROAD,Mar-36,MOUNTBATTEN SQUARE,398007,62569333,DEFUNCT,24,Newman & Goh Property Consultants Pte Ltd,62569333,20/5/1986
1103,Single Tier Management Corporation,na,S86MC1103E,PASTORAL VIEW,7 BASSEIN ROAD 309837,7,BASSEIN ROAD,1-Jan,PASTORAL VIEW,309387,64685100,DEFUNCT,50,CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD,64685100,21/5/1986
1104,Single Tier Management Corporation,na,S86MC1104A,EDEN SPRING (TERMINATED),11C BALMORAL ROAD 259798,11C,BALMORAL ROAD,1-Aug,EDEN SPRING,259798,67325325,DEFUNCT,14,CHAMBERS PROPERTY MANAGEMENT SERVICES PTE LTD,64685100,21/5/1986
1105,Single Tier Management Corporation,na,S86MC1105H,MACTAGGART BUILDING,42 MACTAGGART ROAD 368086,125A,LORONG 2 TOA PAYOH,02-134,Mactaggart Building,311125,62569333,ACTIVE,12,Newman & Goh Property Consultants Pte Ltd,62569333,22/5/1986
1106,Single Tier Management Corporation,na,S86MC1106D,CONCORDE RESIDENCES,368 THOMSON ROAD 298127,531,UPPER CROSS STREET,Mar-52,HONG LIM COMPLEX,50531,65333375,DEFUNCT,38,RHODO PROPERTY & ESTATE MGT SVS PTE LTD,65333375,28/5/1986
1107,Single Tier Management Corporation,na,S86MC1107L,J K BUILDING,58 JALAN JURONG KECHIL 598586,8,BURN ROAD,17-Jun,TRIVEX,369977,67026018,ACTIVE,27,Absolut Properties Pte Ltd,67026018,29/5/1986
1108,Single Tier Management Corporation,na,S86MC1108G,CIVIC TERRACE WAREHOUSE,115A/B UBI AVENUE 4 408766,99,UBI AVENUE 4,na,CIVIC TERRACE WAREHOUSE,408755,62569333,ACTIVE,9,Newman & Goh Property Consultants Pte Ltd,62569333,5/6/1986
1109,Single Tier Management Corporation,na,S86MC1109C,EAST COAST HILL,411 UPPER EAST COAST ROAD 466487,411,UPPER EAST COAST ROAD,na,EAST COAST HILL,466487,94511811,ACTIVE,6,na,na,10/6/1986
1110,Single Tier Management Corporation,na,S86MC1110L,NICON GARDENS,71/A-G CHOA CHU KANG ROAD 689415,21,LORONG KILAT,na,SUN COURT,598123,64661342,ACTIVE,47,Philip Motha Property Management Pte Ltd,64661342,17/6/1986
1111,Single Tier Management Corporation,na,S86MC1111G,na,9 SUFFOLK ROAD 307785,119,KENG LEE ROAD,na,na,308405,63933253,DEFUNCT,4,NIL,na,18/6/1986
1112,Single Tier Management Corporation,na,S86MC1112C,MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1112,322 JALAN BESAR 208980,5,TUAS SOUTH STREET 15,na,na,636904,65150515,ACTIVE,4,na,na,20/6/1986
1113,Single Tier Management Corporation,na,S86MC1113K,GENTING BUILDING,83 GENTING LANE 349568,2,KALLANG AVENUE,Jul-32,CT HUB,339407,62915355,ACTIVE,20,Wisely 98 Pte Ltd,62915355,20/6/1986
1114,Single Tier Management Corporation,na,S86MC1114F,SANTAT BUILDING,12 TANNERY LANE 347775,12,TANNERY LANE,2-Jan,SANTAT BUILDING,347775,67460166,ACTIVE,12,na,na,17/3/1993
1115,Single Tier Management Corporation,na,S86MC1115B,MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1115,344B JOO CHIAT ROAD 427595,344A,JOO CHIAT ROAD,na,na,427595,na,ACTIVE,3,SANTAT PTE LTD,na,24/6/1986
1116,Single Tier Management Corporation,na,S86MC1116J,CUSCADEN TOWER (Terminated),6 CUSCADEN WALK 249691,6,CUSCADEN WALK,na,na,537581,67347537,DEFUNCT,16,CITY PROPERTY MANAGEMENT SERVICES (Ms Ariel Wong),62807476,26/6/1986
1117,Single Tier Management Corporation,na,S86MC1117E,BELLE VUE,23 OXLEY WALK 238594,107,TAMPINES ROAD,na,na,535129,na,DEFUNCT,96,COLLIERS INTERNATIONAL ASSET MANAGEMENT PTE LTD,62211313,27/6/1986
1118,Single Tier Management Corporation,na,S86MC1118A,MARINE POINT,95 MARINE PARADE ROAD 449271,420,NORTH BRIDGE ROAD,6-Jan,NORTH BRIDGE CENTRE,188727,63370087,DEFUNCT,32,Earnest Management Services Pte Ltd,63370087,28/6/1986
1119,Single Tier Management Corporation,na,S86MC1119H,LANDMARK TOWER (defunct),173 CHIN SWEE ROAD 169878,173,CHIN SWEE ROAD,1-Jan,LANDMARK TOWER,169878,67331739,DEFUNCT,139,Absolut Properties Pte Ltd,67026018,30/6/1986
1120,Single Tier Management Corporation,na,S86MC1120E,MANAGEMENT CORPORATION STRATA TITLE PLAN NO. 1120,29A LORONG MAMBONG 277687,18C,HOLLAND DRIVE,29-439,na,274018,65638219,ACTIVE,10,na,na,30/6/1986
1121,Single Tier Management Corporation,na,S86MC1121A,PALISADES,294 PASIR PANJANG ROAD 118635,294,PASIR PANJANG ROAD,na,PALISADES,118635,67792711,ACTIVE,18,Stature Real Estate Enterprises Pte Ltd,67792711,2/7/1986
1122,Single Tier Management Corporation,na,S86MC1122H,YI SING MANSION,12D LORONG 9 GEYLANG 388760,12A,LORONG 9 GEYLANG,na,YI SING MANSION,388760,96178869,ACTIVE,4,na,na,7/7/1986
1123,Single Tier Management Corporation,na,S86MC1123D,NA,5 EAST COAST AVENUE 459175,5C,EAST COAST AVENUE,na,na,459175,62421896,ACTIVE,4,na,na,7/7/1986
1124,Single Tier Management Corporation,na,S86MC1124L,MACPHERSON INDUSTRIAL COMPLEX,5 LORONG BAKAR BATU 348742,5,LORONG BAKAR BATU,8-Mar,MACPHERSON INDUSTRIAL COMPLEX,348742,67322220,ACTIVE,37,Sierra Asset Management Pte Ltd,67322220,8/7/1986
1125,Single Tier Management Corporation,na,S86MC1125G,UNIT 8,71 HOLLAND ROAD 258869,1557,KEPPEL ROAD,Feb-26,na,89066,62230169,ACTIVE,8,SMART PROPERTY MANAGEMENT (S) PTE LTD,62230169,10/7/1986
1126,Single Tier Management Corporation,na,S86MC1126C,PARK WEST CONDOMINIUM (Terminated),2 JALAN LEMPENG 128793,8,JALAN LEMPENG,2-Jan,PARK WEST CONDOMINIUM,128796,67776796,DEFUNCT,436,Savills Property Management Pte Ltd,93899416,15/7/1986
1127,Single Tier Management Corporation,na,S86MC1127K,CASA CONTENDERE,35 GILSTEAD ROAD 309079,35,GILSTEAD ROAD,na,CASA CONTENDERE,390079,na,DEFUNCT,11,na,na,15/7/1986
1128,Single Tier Management Corporation,na,S86MC1128F,HENDERSON INDUSTRIAL PARK,203 HENDERSON ROAD 159546,203,HENDERSON ROAD,Dec-15,HENDERSON INDUSTRIAL PARK,159546,62739954,ACTIVE,134,HBA Group Property Consultants Pte Ltd,63387222,21/7/1986
1129,Single Tier Management Corporation,na,S86MC1129B,HENDERSON INDUSTRIAL PARK,207/209 HENDERSON ROAD 159551,207/209,HENDERSON ROAD,00-00,HENDERSON INDUSTRIAL PARK,159550,63387222,ACTIVE,16,HBA Group Property Consultants Pte Ltd,63387222,21/7/1986
1130,Single Tier Management Corporation,na,S86MC1130K,BEDOK COURT,295 BEDOK SOUTH AVENUE 3 469296,297,BEDOK SOUTH AVENUE 3,1-Jan,BEDOK COURT,469297,64422415,ACTIVE,280,Jones Lang LaSalle Property Consultants Pte Ltd,64422415,23/7/1986
1131,Single Tier Management Corporation,na,S86MC1131F,ISLAND VIEW CONDOMINIUM,38D JALAN MAT JAMBOL 119519,38,JALAN MAT JAMBOL,na,ISLAND VIEW CONDOMINIUM,119519,64759872,ACTIVE,72,Stature Real Estate Enterprises Pte Ltd,67792711,25/7/1986
1132,Single Tier Management Corporation,na,S86MC1132B,BRIGHTWAY BUILDING,3 LORONG BAKAR BATU 348741,12,DEFU LANE 11,na,na,539168,67437847,ACTIVE,26,na,na,26/7/1986
1133,Single Tier Management Corporation,na,S86MC1133J,EVIAN CONDOMINIUM (Terminated),359 HOLLAND ROAD 278636,TERMINATED,RAFFLES PLACE,na,na,48624,65338651,DEFUNCT,23,PEAK REAL ESTATE SERVICE PTE LTD,65338651,30/7/1986
1134,Single Tier Management Corporation,na,S86MC1134E,ASTRIDVILLE,28 JALAN AMPANG 268614,28-38B,JALAN AMPANG,na,ASTRIDVILLE,268614,63393779,ACTIVE,18,FIRST BOSTON PROPERTY CONSULTANTS PTE LTD,63393779,1/8/1986
1135,Single Tier Management Corporation,na,S86MC1135A,SHU JIN COURT,112 LORONG K TELOK KURAU,112,LORONG K TELOK KURAU,1-Apr,na,425746,na,DEFUNCT,9,NA,na,2/8/1986
1136,Single Tier Management Corporation,na,S86MC1136H,NULL,16C PALM GROVE AVENUE,TERMINATED,ROBINSON ROAD,na,na,na,na,DEFUNCT,8,NA,na,2/8/1986
1137,Single Tier Management Corporation,na,S86MC1137D,HOUGANG CT,NIL UPPER SERANGOON ROAD,TERMINATED,na,na,STRATA TITLES SCHEME TERMINATED,79024,na,DEFUNCT,21,NA,na,4/8/1986
1138,Single Tier Management Corporation,na,S86MC1138L,LE CHATEAU,67 CAVENAGH ROAD 229621,564A,BALESTIER ROAD,na,na,629880,62502200,DEFUNCT,35,MCST 1138,62502200,5/8/1986
1139,Single Tier Management Corporation,na,S86MC1139G,SARINAVILLE (Bldg demolished),NIL SIMS AVENUE EAST,TERMINATED,na,na,STRATA TITLES SCHEME TERMINATED,na,na,DEFUNCT,12,GUAN HOE DEVELOPMENT PTE LTD,62502200,6/8/1986
1140,Single Tier Management Corporation,na,S86MC1140D,JUNJIE INDUSTRIAL BUILDING,153 KAMPONG AMPAT 368326,50,LORONG 17 GEYLANG,na,Junjie Industrial Bldg,388570,67472277,ACTIVE,25,na,na,8/8/1986
1141,Single Tier Management Corporation,na,S86MC1141L,LIM HOCK KIM BUILDING (BLDG DEMOLISHED),29 OXFORD ROAD 218812,6,RAFFLES BOULEVARD,na,DEMOLISHED,na,na,DEFUNCT,18,MCST 1140,na,11/8/1986
1142,Single Tier Management Corporation,na,S86MC1142G,na,98B LORONG J TELOK KURAU,166,LORONG J TELOK KURAU,na,na,425927,64480570,DEFUNCT,3,MCST 1140,na,13/8/1986
1143,Single Tier Management Corporation,na,S86MC1143C,CONCORDE SHOPPING CENTRE,317 OUTRAM ROAD 169075,317,OUTRAM ROAD,B1-40,CONCORDE SHOPPING CENTRE,169075,67328456,ACTIVE,190,Savills Property Management Pte Ltd,67368148,13/8/1986
1144,Single Tier Management Corporation,na,S86MC1144K,TERMINATED-PECK HAY MANSION,15 PECK HAY ROAD 228312,15,PECK HAY ROAD,1-Jan,PECK HAY MANSION,228312,63393779,DEFUNCT,19,FIRST BOSTON PROPERTY CONSULTANTS PTE LTD,63393779,14/8/1986
